priority1,priority2,type,package_name,field_name,method_name,startline,endline,label,addr,_package,_class,_method
M,B,SE_BAD_FIELD,com.helger.as2lib.processor.AsyncMessageProcessor,m_aProcessorThread,NO_METHOD,-1,-1,0,Se,com.helger.as2lib.processor,com.helger.as2lib.processor.AsyncMessageProcessor,com.helger.as2lib.processor.AsyncMessageProcessor.NO_METHOD
L,M,SC_START_IN_CTOR,com.helger.as2lib.processor.AsyncMessageProcessor,NO_FIELD,<init>()V,119,119,0,SC,com.helger.as2lib.processor,com.helger.as2lib.processor.AsyncMessageProcessor,com.helger.as2lib.processor.AsyncMessageProcessor.<init>
L,V,MC_OVERRIDABLE_METHOD_CALL_IN_CONSTRUCTOR,com.helger.as2lib.processor.AsyncMessageProcessor,NO_FIELD,<init>()V,86,86,0,MC,com.helger.as2lib.processor,com.helger.as2lib.processor.AsyncMessageProcessor,com.helger.as2lib.processor.AsyncMessageProcessor.<init>
L,B,SE_NO_SERIALVERSIONID,com.helger.as2lib.processor.sender.AsynchMDNSenderModule,NO_FIELD,NO_METHOD,76,241,0,SnVI,com.helger.as2lib.processor.sender,com.helger.as2lib.processor.sender.AsynchMDNSenderModule,com.helger.as2lib.processor.sender.AsynchMDNSenderModule.NO_METHOD
L,D,REC_CATCH_EXCEPTION,com.helger.as2lib.crypto.BCCryptoHelper,NO_FIELD,<clinit>()V,157,157,0,REC,com.helger.as2lib.crypto,com.helger.as2lib.crypto.BCCryptoHelper,com.helger.as2lib.crypto.BCCryptoHelper.<clinit>
M,B,THROWS_METHOD_THROWS_CLAUSE_BASIC_EXCEPTION,com.helger.as2lib.crypto.BCCryptoHelper,NO_FIELD,loadKeyStore(Lcom/helger/security/keystore/IKeyStoreType;Ljava/io/InputStream;[C)Ljava/security/KeyStore;,249,252,0,THROWS,com.helger.as2lib.crypto,com.helger.as2lib.crypto.BCCryptoHelper,com.helger.as2lib.crypto.BCCryptoHelper.loadKeyStore
M,V,EI_EXPOSE_REP,com.helger.as2lib.client.AS2ClientSettings,m_aKeyStoreBytes,getKeyStoreBytes()[B,172,172,0,EI,com.helger.as2lib.client,com.helger.as2lib.client.AS2ClientSettings,com.helger.as2lib.client.AS2ClientSettings.getKeyStoreBytes
M,V,EI_EXPOSE_REP2,com.helger.as2lib.client.AS2ClientSettings,m_aKeyStoreBytes,setKeyStore(Lcom/helger/security/keystore/IKeyStoreType;[BLjava/lang/String;)Lcom/helger/as2lib/client/AS2ClientSettings;,237,237,0,EI2,com.helger.as2lib.client,com.helger.as2lib.client.AS2ClientSettings,com.helger.as2lib.client.AS2ClientSettings.setKeyStore
M,V,EI_EXPOSE_REP,com.helger.as2lib.client.AS2ClientSettings,m_aCustomHeaders,customHeaders()Lcom/helger/commons/http/HttpHeaderMap;,857,857,0,EI,com.helger.as2lib.client,com.helger.as2lib.client.AS2ClientSettings,com.helger.as2lib.client.AS2ClientSettings.customHeaders
M,V,EI_EXPOSE_REP,com.helger.as2lib.client.AS2ClientSettings,m_aReceiverCert,getReceiverCertificate()Ljava/security/cert/X509Certificate;,388,388,0,EI,com.helger.as2lib.client,com.helger.as2lib.client.AS2ClientSettings,com.helger.as2lib.client.AS2ClientSettings.getReceiverCertificate
M,V,EI_EXPOSE_REP2,com.helger.as2lib.client.AS2ClientSettings,m_aReceiverCert,setReceiverCertificate(Ljava/security/cert/X509Certificate;)Lcom/helger/as2lib/client/AS2ClientSettings;,403,403,0,EI2,com.helger.as2lib.client,com.helger.as2lib.client.AS2ClientSettings,com.helger.as2lib.client.AS2ClientSettings.setReceiverCertificate
L,B,SE_NO_SERIALVERSIONID,com.helger.as2lib.client.AS2ClientSettings,NO_FIELD,NO_METHOD,80,908,1,SnVI,com.helger.as2lib.client,com.helger.as2lib.client.AS2ClientSettings,com.helger.as2lib.client.AS2ClientSettings.NO_METHOD
H,B,SE_BAD_FIELD,com.helger.as2lib.client.AS2ClientSettings,m_aCustomHeaders,NO_METHOD,-1,-1,1,Se,com.helger.as2lib.client,com.helger.as2lib.client.AS2ClientSettings,com.helger.as2lib.client.AS2ClientSettings.NO_METHOD
M,B,SE_BAD_FIELD,com.helger.as2lib.client.AS2ClientSettings,m_aHttpOutgoingDumperFactory,NO_METHOD,-1,-1,1,Se,com.helger.as2lib.client,com.helger.as2lib.client.AS2ClientSettings,com.helger.as2lib.client.AS2ClientSettings.NO_METHOD
M,B,SE_BAD_FIELD,com.helger.as2lib.client.AS2ClientSettings,m_aHttpIncomingDumper,NO_METHOD,-1,-1,1,Se,com.helger.as2lib.client,com.helger.as2lib.client.AS2ClientSettings,com.helger.as2lib.client.AS2ClientSettings.NO_METHOD
M,B,SE_BAD_FIELD,com.helger.as2lib.client.AS2ClientSettings,m_aVerificationCertificateConsumer,NO_METHOD,-1,-1,1,Se,com.helger.as2lib.client,com.helger.as2lib.client.AS2ClientSettings,com.helger.as2lib.client.AS2ClientSettings.NO_METHOD
M,V,EI_EXPOSE_REP2,com.helger.as2lib.processor.receiver.AbstractActiveNetModule$MainThread,m_aOwner,<init>(Lcom/helger/as2lib/processor/receiver/AbstractActiveNetModule;Ljava/lang/String;I)V,353,353,0,EI2,com.helger.as2lib.processor.receiver,com.helger.as2lib.processor.receiver.AbstractActiveNetModule,com.helger.as2lib.processor.receiver.AbstractActiveNetModule$MainThread.<init>
M,V,EI_EXPOSE_REP,com.helger.as2lib.client.AS2Client,m_aHttpProxy,getHttpProxy()Ljava/net/Proxy;,113,113,0,EI,com.helger.as2lib.client,com.helger.as2lib.client.AS2Client,com.helger.as2lib.client.AS2Client.getHttpProxy
M,V,EI_EXPOSE_REP2,com.helger.as2lib.client.AS2Client,m_aHttpProxy,setHttpProxy(Ljava/net/Proxy;)Lcom/helger/as2lib/client/AS2Client;,126,126,0,EI2,com.helger.as2lib.client,com.helger.as2lib.client.AS2Client,com.helger.as2lib.client.AS2Client.setHttpProxy
M,D,REC_CATCH_EXCEPTION,com.helger.as2lib.client.AS2Client,NO_FIELD,sendSynchronous(Lcom/helger/as2lib/client/AS2ClientSettings;Lcom/helger/as2lib/client/AS2ClientRequest;)Lcom/helger/as2lib/client/AS2ClientResponse;,483,483,0,REC,com.helger.as2lib.client,com.helger.as2lib.client.AS2Client,com.helger.as2lib.client.AS2Client.sendSynchronous
M,D,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,com.helger.as2lib.cert.AbstractCertificateFactory,NO_FIELD,initEmptyKeyStore()V,249,249,0,RCN,com.helger.as2lib.cert,com.helger.as2lib.cert.AbstractCertificateFactory,com.helger.as2lib.cert.AbstractCertificateFactory.initEmptyKeyStore
M,X,OBL_UNSATISFIED_OBLIGATION,com.helger.as2lib.cert.AbstractCertificateFactory,NO_FIELD,lambda$save$60(Ljava/io/OutputStream;)Ljava/lang/String;,676,676,0,OBL,com.helger.as2lib.cert,com.helger.as2lib.cert.AbstractCertificateFactory,com.helger.as2lib.cert.AbstractCertificateFactory.lambda$save$60
M,X,OBL_UNSATISFIED_OBLIGATION,com.helger.as2lib.cert.AbstractCertificateFactory,NO_FIELD,lambda$load$57(Ljava/io/InputStream;)Ljava/lang/String;,645,645,0,OBL,com.helger.as2lib.cert,com.helger.as2lib.cert.AbstractCertificateFactory,com.helger.as2lib.cert.AbstractCertificateFactory.lambda$load$57
M,X,OBL_UNSATISFIED_OBLIGATION_EXCEPTION_EDGE,com.helger.as2lib.cert.AbstractCertificateFactory,NO_FIELD,load(Ljava/io/InputStream;[C)V,645,645,0,OBL,com.helger.as2lib.cert,com.helger.as2lib.cert.AbstractCertificateFactory,com.helger.as2lib.cert.AbstractCertificateFactory.load
M,X,OBL_UNSATISFIED_OBLIGATION_EXCEPTION_EDGE,com.helger.as2lib.cert.AbstractCertificateFactory,NO_FIELD,save(Ljava/io/OutputStream;[C)V,676,676,0,OBL,com.helger.as2lib.cert,com.helger.as2lib.cert.AbstractCertificateFactory,com.helger.as2lib.cert.AbstractCertificateFactory.save
M,D,NP_LOAD_OF_KNOWN_NULL_VALUE,com.helger.as2lib.params.DateParameters,NO_FIELD,getParameter(Ljava/lang/String;)Ljava/lang/String;,78,78,0,NP,com.helger.as2lib.params,com.helger.as2lib.params.DateParameters,com.helger.as2lib.params.DateParameters.getParameter
L,B,SE_NO_SERIALVERSIONID,com.helger.as2lib.params.DateParameters,NO_FIELD,NO_METHOD,48,85,0,SnVI,com.helger.as2lib.params,com.helger.as2lib.params.DateParameters,com.helger.as2lib.params.DateParameters.NO_METHOD
M,C,TQ_NEVER_VALUE_USED_WHERE_ALWAYS_REQUIRED,com.helger.as2lib.processor.sender.AbstractSenderModule,NO_FIELD,getRetryCount(Lcom/helger/as2lib/partner/Partnership;Ljava/util/Map;)I,116,116,0,TQ,com.helger.as2lib.processor.sender,com.helger.as2lib.processor.sender.AbstractSenderModule,com.helger.as2lib.processor.sender.AbstractSenderModule.getRetryCount
L,D,REC_CATCH_EXCEPTION,com.helger.as2lib.processor.receiver.net.AS2ReceiverHandler,NO_FIELD,decrypt(Lcom/helger/as2lib/message/IMessage;Lcom/helger/as2lib/util/AS2ResourceHelper;)V,256,256,1,REC,com.helger.as2lib.processor.receiver.net,com.helger.as2lib.processor.receiver.net.AS2ReceiverHandler,com.helger.as2lib.processor.receiver.net.AS2ReceiverHandler.decrypt
L,D,REC_CATCH_EXCEPTION,com.helger.as2lib.processor.receiver.net.AS2ReceiverHandler,NO_FIELD,verify(Lcom/helger/as2lib/message/IMessage;Lcom/helger/as2lib/util/AS2ResourceHelper;)V,333,333,1,REC,com.helger.as2lib.processor.receiver.net,com.helger.as2lib.processor.receiver.net.AS2ReceiverHandler,com.helger.as2lib.processor.receiver.net.AS2ReceiverHandler.verify
L,B,SE_NO_SERIALVERSIONID,com.helger.as2lib.params.RandomParameters,NO_FIELD,NO_METHOD,40,73,0,SnVI,com.helger.as2lib.params,com.helger.as2lib.params.RandomParameters,com.helger.as2lib.params.RandomParameters.NO_METHOD
L,B,SE_NO_SERIALVERSIONID,com.helger.as2lib.partner.xml.SelfFillingXMLPartnershipFactory,NO_FIELD,NO_METHOD,50,83,0,SnVI,com.helger.as2lib.partner.xml,com.helger.as2lib.partner.xml.SelfFillingXMLPartnershipFactory,com.helger.as2lib.partner.xml.SelfFillingXMLPartnershipFactory.NO_METHOD
L,P,SIC_INNER_SHOULD_BE_STATIC_ANON,com.helger.as2lib.util.http.AS2HttpClient,NO_FIELD,send(Ljava/io/InputStream;Lcom/helger/mail/cte/EContentTransferEncoding;Lcom/helger/as2lib/util/dump/IHTTPOutgoingDumper;Lcom/helger/as2lib/util/AS2ResourceHelper;)J,179,179,0,SIC,com.helger.as2lib.util.http,com.helger.as2lib.util.http.AS2HttpClient,com.helger.as2lib.util.http.AS2HttpClient.send
L,D,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,com.helger.as2lib.client.AS2ClientResponse,m_aExecutionDuration,getAsString()Ljava/lang/String;,268,268,0,UwF,com.helger.as2lib.client,com.helger.as2lib.client.AS2ClientResponse,com.helger.as2lib.client.AS2ClientResponse.getAsString
L,D,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,com.helger.as2lib.client.AS2ClientResponse,m_aThrowable,getAsString()Ljava/lang/String;,264,264,0,UwF,com.helger.as2lib.client,com.helger.as2lib.client.AS2ClientResponse,com.helger.as2lib.client.AS2ClientResponse.getAsString
L,B,NM_CONFUSING,com.helger.as2lib.client.AS2ClientSettings,NO_FIELD,getAsyncMDNUrl()Ljava/lang/String;,636,636,0,Nm,com.helger.as2lib.client,com.helger.as2lib.client.AS2ClientSettings,com.helger.as2lib.client.AS2ClientSettings.getAsyncMDNUrl
M,V,EI_EXPOSE_REP,com.helger.as2.cmdprocessor.AbstractCommandProcessor,m_aAttrs,attrs()Lcom/helger/commons/collection/attr/StringMap;,66,66,0,EI,com.helger.as2.cmdprocessor,com.helger.as2.cmdprocessor.AbstractCommandProcessor,com.helger.as2.cmdprocessor.AbstractCommandProcessor.attrs
H,D,NP_METHOD_RETURN_RELAXING_ANNOTATION,com.helger.as2.cmd.AbstractCommand,NO_FIELD,getName()Ljava/lang/String;,76,76,0,NP,com.helger.as2.cmd,com.helger.as2.cmd.AbstractCommand,com.helger.as2.cmd.AbstractCommand.getName
L,B,SE_NO_SERIALVERSIONID,com.helger.as2.cmd.BaseCommandRegistry,NO_FIELD,NO_METHOD,46,69,0,SnVI,com.helger.as2.cmd,com.helger.as2.cmd.BaseCommandRegistry,com.helger.as2.cmd.BaseCommandRegistry.NO_METHOD
M,V,EI_EXPOSE_REP,com.helger.as2.util.FileMonitor,m_aListeners,getListeners()Lcom/helger/commons/collection/impl/ICommonsList;,126,126,0,EI,com.helger.as2.util,com.helger.as2.util.FileMonitor,com.helger.as2.util.FileMonitor.getListeners
M,V,EI_EXPOSE_REP2,com.helger.as2.util.FileMonitor,m_aListeners,setListeners(Lcom/helger/commons/collection/impl/ICommonsList;)V,118,118,0,EI2,com.helger.as2.util,com.helger.as2.util.FileMonitor,com.helger.as2.util.FileMonitor.setListeners
L,V,MC_OVERRIDABLE_METHOD_CALL_IN_CONSTRUCTOR,com.helger.as2.util.FileMonitor,NO_FIELD,<init>(Ljava/io/File;I)V,62,62,0,MC,com.helger.as2.util,com.helger.as2.util.FileMonitor,com.helger.as2.util.FileMonitor.<init>
L,V,MC_OVERRIDABLE_METHOD_CALL_IN_CONSTRUCTOR,com.helger.as2.util.FileMonitor,NO_FIELD,<init>(Ljava/io/File;I)V,62,62,0,MC,com.helger.as2.util,com.helger.as2.util.FileMonitor,com.helger.as2.util.FileMonitor.<init>
M,V,EI_EXPOSE_REP2,com.helger.as2.app.cert.ServerCertificateFactory,m_aFileMonitor,setFileMonitor(Lcom/helger/as2/util/FileMonitor;)V,66,66,0,EI2,com.helger.as2.app.cert,com.helger.as2.app.cert.ServerCertificateFactory,com.helger.as2.app.cert.ServerCertificateFactory.setFileMonitor
M,V,EI_EXPOSE_REP,com.helger.as2.app.cert.ServerCertificateFactory,m_aFileMonitor,getFileMonitor()Lcom/helger/as2/util/FileMonitor;,89,89,0,EI,com.helger.as2.app.cert,com.helger.as2.app.cert.ServerCertificateFactory,com.helger.as2.app.cert.ServerCertificateFactory.getFileMonitor
M,D,SF_SWITCH_NO_DEFAULT,com.helger.as2.app.cert.ServerCertificateFactory,NO_FIELD,onFileMonitorEvent(Lcom/helger/as2/util/FileMonitor;Ljava/io/File;Lcom/helger/as2/util/EFileMonitorEvent;)V,94,105,0,SF,com.helger.as2.app.cert,com.helger.as2.app.cert.ServerCertificateFactory,com.helger.as2.app.cert.ServerCertificateFactory.onFileMonitorEvent
L,B,SE_NO_SERIALVERSIONID,com.helger.as2.app.cert.ServerCertificateFactory,NO_FIELD,NO_METHOD,50,122,0,SnVI,com.helger.as2.app.cert,com.helger.as2.app.cert.ServerCertificateFactory,com.helger.as2.app.cert.ServerCertificateFactory.NO_METHOD
M,B,SE_BAD_FIELD,com.helger.as2.app.cert.ServerCertificateFactory,m_aFileMonitor,NO_METHOD,-1,-1,0,Se,com.helger.as2.app.cert,com.helger.as2.app.cert.ServerCertificateFactory,com.helger.as2.app.cert.ServerCertificateFactory.NO_METHOD
L,B,SE_NO_SERIALVERSIONID,com.helger.as2.app.cert.ServerPKCS12CertificateFactory,NO_FIELD,NO_METHOD,44,52,0,SnVI,com.helger.as2.app.cert,com.helger.as2.app.cert.ServerPKCS12CertificateFactory,com.helger.as2.app.cert.ServerPKCS12CertificateFactory.NO_METHOD
M,V,MS_EXPOSE_REP,com.helger.as2.cmd.CommandManager,s_aDefaultManager,getCmdManager()Lcom/helger/as2/cmd/CommandManager;,57,57,0,MS,com.helger.as2.cmd,com.helger.as2.cmd.CommandManager,com.helger.as2.cmd.CommandManager.getCmdManager
M,V,EI_EXPOSE_REP2,com.helger.as2.cmd.CommandManager,m_aProcessors,setProcessors(Lcom/helger/commons/collection/impl/ICommonsList;)V,62,62,0,EI2,com.helger.as2.cmd,com.helger.as2.cmd.CommandManager,com.helger.as2.cmd.CommandManager.setProcessors
M,V,EI_EXPOSE_REP,com.helger.as2.cmd.CommandManager,m_aProcessors,getProcessors()Lcom/helger/commons/collection/impl/ICommonsList;,69,69,0,EI,com.helger.as2.cmd,com.helger.as2.cmd.CommandManager,com.helger.as2.cmd.CommandManager.getProcessors
L,M,LI_LAZY_INIT_STATIC,com.helger.as2.cmd.CommandManager,s_aDefaultManager,getCmdManager()Lcom/helger/as2/cmd/CommandManager;,55,56,0,LI,com.helger.as2.cmd,com.helger.as2.cmd.CommandManager,com.helger.as2.cmd.CommandManager.getCmdManager
L,B,SE_NO_SERIALVERSIONID,com.helger.as2.cmd.partner.DeletePartnershipCommand,NO_FIELD,NO_METHOD,46,82,0,SnVI,com.helger.as2.cmd.partner,com.helger.as2.cmd.partner.DeletePartnershipCommand,com.helger.as2.cmd.partner.DeletePartnershipCommand.NO_METHOD
M,V,EI_EXPOSE_REP,com.helger.as2.app.session.AS2ServerXMLSession,m_aCmdManager,getCommandManager()Lcom/helger/as2/cmd/CommandManager;,106,106,0,EI,com.helger.as2.app.session,com.helger.as2.app.session.AS2ServerXMLSession,com.helger.as2.app.session.AS2ServerXMLSession.getCommandManager
L,B,SE_NO_SERIALVERSIONID,com.helger.as2.app.session.AS2ServerXMLSession,NO_FIELD,NO_METHOD,80,209,0,SnVI,com.helger.as2.app.session,com.helger.as2.app.session.AS2ServerXMLSession,com.helger.as2.app.session.AS2ServerXMLSession.NO_METHOD
M,B,SE_BAD_FIELD,com.helger.as2.app.session.AS2ServerXMLSession,m_aCmdManager,NO_METHOD,-1,-1,0,Se,com.helger.as2.app.session,com.helger.as2.app.session.AS2ServerXMLSession,com.helger.as2.app.session.AS2ServerXMLSession.NO_METHOD
M,V,EI_EXPOSE_REP,com.helger.as2.cmd.MultiCommand,m_aCmds,getCommands()Lcom/helger/commons/collection/impl/ICommonsList;,76,76,0,EI,com.helger.as2.cmd,com.helger.as2.cmd.MultiCommand,com.helger.as2.cmd.MultiCommand.getCommands
L,B,SE_NO_SERIALVERSIONID,com.helger.as2.cmd.MultiCommand,NO_FIELD,NO_METHOD,47,141,0,SnVI,com.helger.as2.cmd,com.helger.as2.cmd.MultiCommand,com.helger.as2.cmd.MultiCommand.NO_METHOD
L,B,SE_NO_SERIALVERSIONID,com.helger.as2.cmd.XMLCommandRegistry,NO_FIELD,NO_METHOD,51,122,0,SnVI,com.helger.as2.cmd,com.helger.as2.cmd.XMLCommandRegistry,com.helger.as2.cmd.XMLCommandRegistry.NO_METHOD
L,B,SE_NO_SERIALVERSIONID,com.helger.as2.cmd.cert.ImportCertInEncodedStreamCommand,NO_FIELD,NO_METHOD,48,108,0,SnVI,com.helger.as2.cmd.cert,com.helger.as2.cmd.cert.ImportCertInEncodedStreamCommand,com.helger.as2.cmd.cert.ImportCertInEncodedStreamCommand.NO_METHOD
H,I,DM_DEFAULT_ENCODING,com.helger.as2.cmd.cert.ImportCertInEncodedStreamCommand,NO_FIELD,_importCert(Lcom/helger/as2lib/cert/IAliasedCertificateFactory;Ljava/lang/String;Ljava/lang/String;)Lcom/helger/as2/cmd/CommandResult;,90,90,0,Dm,com.helger.as2.cmd.cert,com.helger.as2.cmd.cert.ImportCertInEncodedStreamCommand,com.helger.as2.cmd.cert.ImportCertInEncodedStreamCommand._importCert
L,I,DM_CONVERT_CASE,com.helger.as2.cmdprocessor.SocketCommandProcessor,NO_FIELD,processCommand()V,191,191,0,Dm,com.helger.as2.cmdprocessor,com.helger.as2.cmdprocessor.SocketCommandProcessor,com.helger.as2.cmdprocessor.SocketCommandProcessor.processCommand
L,B,SE_NO_SERIALVERSIONID,com.helger.as2.cmdprocessor.SocketCommandProcessor,NO_FIELD,NO_METHOD,81,252,0,SnVI,com.helger.as2.cmdprocessor,com.helger.as2.cmdprocessor.SocketCommandProcessor,com.helger.as2.cmdprocessor.SocketCommandProcessor.NO_METHOD
M,B,SE_BAD_FIELD,com.helger.as2.cmdprocessor.SocketCommandProcessor,m_aReader,NO_METHOD,-1,-1,0,Se,com.helger.as2.cmdprocessor,com.helger.as2.cmdprocessor.SocketCommandProcessor,com.helger.as2.cmdprocessor.SocketCommandProcessor.NO_METHOD
M,B,SE_BAD_FIELD,com.helger.as2.cmdprocessor.SocketCommandProcessor,m_aWriter,NO_METHOD,-1,-1,0,Se,com.helger.as2.cmdprocessor,com.helger.as2.cmdprocessor.SocketCommandProcessor,com.helger.as2.cmdprocessor.SocketCommandProcessor.NO_METHOD
L,B,SE_BAD_FIELD,com.helger.as2.cmdprocessor.SocketCommandProcessor,m_aSSLServerSocket,NO_METHOD,-1,-1,0,Se,com.helger.as2.cmdprocessor,com.helger.as2.cmdprocessor.SocketCommandProcessor,com.helger.as2.cmdprocessor.SocketCommandProcessor.NO_METHOD
M,B,SE_BAD_FIELD,com.helger.as2.cmdprocessor.SocketCommandProcessor,m_aParser,NO_METHOD,-1,-1,0,Se,com.helger.as2.cmdprocessor,com.helger.as2.cmdprocessor.SocketCommandProcessor,com.helger.as2.cmdprocessor.SocketCommandProcessor.NO_METHOD
L,D,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,com.helger.as2.cmdprocessor.SocketCommandProcessor,NO_FIELD,initDynamicComponent(Lcom/helger/as2lib/session/IAS2Session;Lcom/helger/commons/collection/attr/IStringMap;)V,127,127,0,BC,com.helger.as2.cmdprocessor,com.helger.as2.cmdprocessor.SocketCommandProcessor,com.helger.as2.cmdprocessor.SocketCommandProcessor.initDynamicComponent
L,D,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,com.helger.as2.cmdprocessor.SocketCommandProcessor,NO_FIELD,processCommand()V,162,162,0,BC,com.helger.as2.cmdprocessor,com.helger.as2.cmdprocessor.SocketCommandProcessor,com.helger.as2.cmdprocessor.SocketCommandProcessor.processCommand
H,I,DM_DEFAULT_ENCODING,com.helger.as2.cmdprocessor.SocketCommandProcessor,NO_FIELD,processCommand()V,166,166,0,Dm,com.helger.as2.cmdprocessor,com.helger.as2.cmdprocessor.SocketCommandProcessor,com.helger.as2.cmdprocessor.SocketCommandProcessor.processCommand
H,I,DM_DEFAULT_ENCODING,com.helger.as2.cmdprocessor.SocketCommandProcessor,NO_FIELD,processCommand()V,165,165,0,Dm,com.helger.as2.cmdprocessor,com.helger.as2.cmdprocessor.SocketCommandProcessor,com.helger.as2.cmdprocessor.SocketCommandProcessor.processCommand
L,B,SE_NO_SERIALVERSIONID,com.helger.as2.cmd.partner.ListPartnersCommand,NO_FIELD,NO_METHOD,45,76,0,SnVI,com.helger.as2.cmd.partner,com.helger.as2.cmd.partner.ListPartnersCommand,com.helger.as2.cmd.partner.ListPartnersCommand.NO_METHOD
M,V,EI_EXPOSE_REP,com.helger.as2.cmdprocessor.StreamCommandProcessor,m_aWriter,getWriter()Ljava/io/BufferedWriter;,99,99,0,EI,com.helger.as2.cmdprocessor,com.helger.as2.cmdprocessor.StreamCommandProcessor,com.helger.as2.cmdprocessor.StreamCommandProcessor.getWriter
L,B,SE_NO_SERIALVERSIONID,com.helger.as2.cmdprocessor.StreamCommandProcessor,NO_FIELD,NO_METHOD,76,199,0,SnVI,com.helger.as2.cmdprocessor,com.helger.as2.cmdprocessor.StreamCommandProcessor,com.helger.as2.cmdprocessor.StreamCommandProcessor.NO_METHOD
M,B,SE_BAD_FIELD,com.helger.as2.cmdprocessor.StreamCommandProcessor,m_aReader,NO_METHOD,-1,-1,0,Se,com.helger.as2.cmdprocessor,com.helger.as2.cmdprocessor.StreamCommandProcessor,com.helger.as2.cmdprocessor.StreamCommandProcessor.NO_METHOD
M,B,SE_BAD_FIELD,com.helger.as2.cmdprocessor.StreamCommandProcessor,m_aWriter,NO_METHOD,-1,-1,0,Se,com.helger.as2.cmdprocessor,com.helger.as2.cmdprocessor.StreamCommandProcessor,com.helger.as2.cmdprocessor.StreamCommandProcessor.NO_METHOD
H,I,DM_DEFAULT_ENCODING,com.helger.as2.cmdprocessor.StreamCommandProcessor,NO_FIELD,<init>()V,84,84,0,Dm,com.helger.as2.cmdprocessor,com.helger.as2.cmdprocessor.StreamCommandProcessor,com.helger.as2.cmdprocessor.StreamCommandProcessor.<init>
H,I,DM_DEFAULT_ENCODING,com.helger.as2.cmdprocessor.StreamCommandProcessor,NO_FIELD,<init>()V,83,83,0,Dm,com.helger.as2.cmdprocessor,com.helger.as2.cmdprocessor.StreamCommandProcessor,com.helger.as2.cmdprocessor.StreamCommandProcessor.<init>
L,B,SE_NO_SERIALVERSIONID,com.helger.as2.cmd.partner.DeletePartnerCommand,NO_FIELD,NO_METHOD,48,86,0,SnVI,com.helger.as2.cmd.partner,com.helger.as2.cmd.partner.DeletePartnerCommand,com.helger.as2.cmd.partner.DeletePartnerCommand.NO_METHOD
L,B,SE_NO_SERIALVERSIONID,com.helger.as2.cmd.partner.AddPartnerCommand,NO_FIELD,NO_METHOD,50,106,0,SnVI,com.helger.as2.cmd.partner,com.helger.as2.cmd.partner.AddPartnerCommand,com.helger.as2.cmd.partner.AddPartnerCommand.NO_METHOD
L,B,SE_NO_SERIALVERSIONID,com.helger.as2.cmd.partner.StorePartnershipsCommand,NO_FIELD,NO_METHOD,47,86,0,SnVI,com.helger.as2.cmd.partner,com.helger.as2.cmd.partner.StorePartnershipsCommand,com.helger.as2.cmd.partner.StorePartnershipsCommand.NO_METHOD
L,B,SE_NO_SERIALVERSIONID,com.helger.as2.cmd.partner.ViewPartnershipCommand,NO_FIELD,NO_METHOD,46,79,0,SnVI,com.helger.as2.cmd.partner,com.helger.as2.cmd.partner.ViewPartnershipCommand,com.helger.as2.cmd.partner.ViewPartnershipCommand.NO_METHOD
L,B,SE_NO_SERIALVERSIONID,com.helger.as2.cmd.cert.ViewCertCommand,NO_FIELD,NO_METHOD,47,75,0,SnVI,com.helger.as2.cmd.cert,com.helger.as2.cmd.cert.ViewCertCommand,com.helger.as2.cmd.cert.ViewCertCommand.NO_METHOD
L,B,SE_NO_SERIALVERSIONID,com.helger.as2.cmd.partner.AddPartnershipCommand,NO_FIELD,NO_METHOD,50,125,0,SnVI,com.helger.as2.cmd.partner,com.helger.as2.cmd.partner.AddPartnershipCommand,com.helger.as2.cmd.partner.AddPartnershipCommand.NO_METHOD
L,B,SE_NO_SERIALVERSIONID,com.helger.as2.cmd.cert.ImportCertCommand,NO_FIELD,NO_METHOD,58,169,0,SnVI,com.helger.as2.cmd.cert,com.helger.as2.cmd.cert.ImportCertCommand,com.helger.as2.cmd.cert.ImportCertCommand.NO_METHOD
M,B,THROWS_METHOD_THROWS_CLAUSE_BASIC_EXCEPTION,com.helger.as2.cmd.cert.ImportCertCommand,NO_FIELD,importPrivateKey(Lcom/helger/security/keystore/IKeyStoreType;Lcom/helger/as2lib/cert/IAliasedCertificateFactory;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;)Lcom/helger/as2/cmd/CommandResult;,147,169,0,THROWS,com.helger.as2.cmd.cert,com.helger.as2.cmd.cert.ImportCertCommand,com.helger.as2.cmd.cert.ImportCertCommand.importPrivateKey
L,B,SE_NO_SERIALVERSIONID,com.helger.as2.cmd.partner.RefreshPartnershipsCommand,NO_FIELD,NO_METHOD,45,82,0,SnVI,com.helger.as2.cmd.partner,com.helger.as2.cmd.partner.RefreshPartnershipsCommand,com.helger.as2.cmd.partner.RefreshPartnershipsCommand.NO_METHOD
M,V,EI_EXPOSE_REP,com.helger.as2.app.partner.ServerSelfFillingXMLPartnershipFactory,m_aFileMonitor,getFileMonitor()Lcom/helger/as2/util/FileMonitor;,93,93,0,EI,com.helger.as2.app.partner,com.helger.as2.app.partner.ServerSelfFillingXMLPartnershipFactory,com.helger.as2.app.partner.ServerSelfFillingXMLPartnershipFactory.getFileMonitor
